Team_Name,Uploaded_Date,Format_Name,Category_Name,Element_Name,Percentage_Time,Poss_Per_Game,Points,PPP,Rank,Rating,FG_miss,FG_Made,FGA,FG,Adjusted_FG,Percent_Turnover,Percent_FT,Percent_Shooting_Foul,Percent_Score
Dominican (IL) Stars,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots,44.8%,23.1,23.6,1.019,14%,Poor,14.2,8.9,23.1,38.4%,50.9%,0%,0.3%,0.3%,"38.4%
"
Dominican (IL) Stars,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.6%,1.3,0.8,0.606,58%,Good,1,0.3,1.3,24.2%,30.3%,0%,0%,0%,"24.2%
"
Dominican (IL) Stars,2019-2-12,Defensive,Shot Attempt - Half Court,Runner,6.1%,3.2,2.5,0.785,38%,Average,1.9,1.2,3.2,39.2%,39.2%,0%,2.5%,2.5%,"39.2%
"
Dominican (IL) Stars,2019-2-12,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.3%,0.2,0.2,1,-,-,0.1,0.1,0.2,50%,50%,0%,0%,0%,"50%
"
Dominican (IL) Stars,2019-2-12,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),38.2%,19.7,24.6,1.245,10%,Poor,7.9,11.8,19.7,59.8%,59.8%,0%,7.1%,7.1%,"59.8%
"
Dominican (IL) Stars,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups,10.9%,5.6,6.1,1.078,24%,Below Average,2.7,2.9,5.6,51.8%,51.8%,0%,4.3%,4.3%,"51.8%
"
Dominican (IL) Stars,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.4%,0.2,0.3,1.4,-,-,0.1,0.1,0.2,60%,60%,0%,20%,20%,"60%
"
Dominican (IL) Stars,2019-2-12,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Dominican (IL) Stars,2019-2-12,Defensive,Catch and Shoot - Half Court,Catch and Shoot,24.9%,12.8,14.3,1.115,13%,Poor,7.9,4.9,12.8,38.3%,55.6%,0%,0.3%,0.3%,"38.3%
"
Dominican (IL) Stars,2019-2-12,Defensive,Catch and Shoot - Half Court,Guarded,60.4%,7.8,8.1,1.041,21%,Below Average,5,2.8,7.8,36.1%,51.8%,0%,0.5%,0.5%,"36.1%
"
Dominican (IL) Stars,2019-2-12,Defensive,Catch and Shoot - Half Court,Unguarded,39.6%,5.1,6.2,1.228,13%,Poor,3,2.1,5.1,41.7%,61.4%,0%,0%,0%,"41.7%
"
Dominican (IL) Stars,2019-2-12,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,17.4%,9,8,0.897,12%,Poor,5.5,3.5,9,38.8%,44.9%,0%,0%,0%,"38.8%
"
Dominican (IL) Stars,2019-2-12,Defensive,Jump Shot Range - half court,Short (<17'),23.2%,5.4,4,0.746,53%,Good,3.4,2,5.4,37.3%,37.3%,0%,0.7%,0.7%,"37.3%
"
Dominican (IL) Stars,2019-2-12,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),15.4%,3.6,2.2,0.629,72%,Very Good,2.4,1.1,3.6,31.5%,31.5%,0%,0%,0%,"31.5%
"
Dominican (IL) Stars,2019-2-12,Defensive,Jump Shot Range - half court,Long (3 point jump shots),61.4%,14.2,17.3,1.22,1%,Poor,8.4,5.8,14.2,40.6%,60.8%,0%,0.3%,0.3%,"40.6%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,Overall,100%,83,71.8,0.865,64%,Good,35.7,26.2,61.9,42.3%,48.7%,16.5%,10.8%,7.6%,"39.2%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,Transition,17.9%,14.9,15.5,1.043,21%,Below Average,5.5,6,11.6,52.2%,58.3%,13.7%,11.6%,10.2%,"48.4%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,Overall Half Court,82.1%,68.2,56.3,0.826,76%,Very Good,30.2,20.2,50.4,40%,46.5%,17.1%,10.7%,7%,"37.2%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,Short Shot Clock <4 Seconds,2.4%,2,1.7,0.857,16%,Below Average,1.1,0.6,1.7,33.3%,40.5%,4.1%,10.2%,8.2%,"38.8%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,Out of Bounds (End),7.5%,5.1,3.6,0.717,87%,Excellent,2.4,1.4,3.8,36.8%,44.7%,20.5%,6.3%,2.4%,"30.7%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,Out of Bounds (Side),5%,3.4,2.4,0.718,74%,Very Good,1.9,1,2.8,33.8%,37.3%,14.1%,8.2%,8.2%,"30.6%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,After Time Outs,11%,7.5,5.2,0.701,94%,Excellent,3.8,1.8,5.6,32.6%,37.9%,16.6%,9.6%,7%,"31.6%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,Man Defense,93.9%,64,53.7,0.839,64%,Good,28.1,19.2,47.3,40.6%,47.2%,17%,10.8%,7.1%,"37.8%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,Zone Defense,6.1%,4.2,2.6,0.635,98%,Excellent,2.1,1,3,31.6%,36.2%,18.3%,8.7%,4.8%,"28.8%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Overall Defense,Press Defense,3.3%,2.2,2.1,0.929,30%,Below Average,0.4,0.6,1,62.5%,68.8%,30.4%,26.8%,8.9%,"46.4%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,Spot Up,29.2%,24.3,21.6,0.89,62%,Good,13.8,7.4,21.2,35%,46.4%,7.9%,4.9%,4.1%,"34.9%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,Transition,17.9%,14.9,15.5,1.043,21%,Below Average,5.5,6,11.6,52.2%,58.3%,13.7%,11.6%,10.2%,"48.4%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,Cut,9.1%,7.5,8.2,1.09,50%,Average,2.7,3.4,6.1,55.3%,55.3%,5.9%,17%,16%,"56.4%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,P&R Ball Handler,8.3%,6.9,5,0.723,69%,Very Good,2.8,1.8,4.6,38.6%,43%,24.9%,11%,6.9%,"32.9%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,Isolation,7.8%,6.5,4.8,0.747,65%,Very Good,3.1,1.8,5,37.1%,39.9%,15.4%,12.3%,10.5%,"35.2%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,Offensive Rebounds (put backs),5.5%,4.6,4.9,1.061,48%,Average,1.4,2,3.4,57.6%,57.6%,8.7%,20%,16.5%,"55.7%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,Post-Up,5%,4.2,3,0.721,88%,Excellent,1.8,1.2,3,39.5%,39.5%,20.2%,10.6%,6.7%,"35.6%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,Off Screen,3.7%,3.1,2.3,0.753,80%,Very Good,2,0.8,2.8,28.6%,37.1%,6.5%,3.9%,3.9%,"28.6%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,Hand Off,2.7%,2.2,1.8,0.821,51%,Good,1.2,0.7,2,36.7%,44.9%,10.7%,1.8%,1.8%,"33.9%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,P&R Roll Man,2.1%,1.8,1.7,0.955,56%,Good,0.7,0.6,1.3,45.5%,53%,15.9%,11.4%,9.1%,"43.2%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Play Types,Miscellaneous,8.6%,7.1,3,0.416,76%,Very Good,0.5,0.5,1,48%,50%,64.6%,21.3%,0.6%,"23%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Offense Including Passes,Isolations Including Passes,11.4%,9.5,8.2,0.861,41%,Average,4.7,3,7.7,39.1%,45.8%,11.4%,11.4%,9.7%,"38.4%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Offense Including Passes,Pick and Rolls Including Passes,17%,14.1,11,0.782,83%,Excellent,6.6,4,10.6,37.4%,44%,17.6%,8.8%,6.5%,"34.6%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Offense Including Passes,Post-Ups Including Passes,7.1%,5.9,4.8,0.81,78%,Very Good,2.6,1.8,4.4,41.4%,44.1%,16.3%,10.9%,7.5%,"39.5%
"
Concordia (WI) Falcons,2019-2-12,Defensive,During Pass Out Situations,ISO - Defense Commits,3.6%,3,3.3,1.107,27%,Below Average,1.6,1.2,2.7,42.6%,56.6%,2.7%,9.3%,8%,"45.3%
"
Concordia (WI) Falcons,2019-2-12,Defensive,During Pass Out Situations,P&R BH - Defense Commits,10.4%,8.6,6.2,0.713,85%,Excellent,3.8,2.2,6,36.4%,44.7%,24.5%,6.5%,5.1%,"31%
"
Concordia (WI) Falcons,2019-2-12,Defensive,During Pass Out Situations,Post-Up - Defense Commits,2.1%,1.7,1.8,1.023,49%,Average,0.8,0.6,1.4,45.7%,54.3%,7%,11.6%,9.3%,"48.8%
"
Concordia (WI) Falcons,2019-2-12,Defensive,During Trapping Situations,P&R BH - Traps,0.5%,0.4,0.2,0.5,87%,Excellent,0.2,0.1,0.2,33.3%,41.7%,40%,0%,0%,"20%
"
Concordia (WI) Falcons,2019-2-12,Defensive,During Trapping Situations,Post-Up - Hard Double,1.9%,1.6,1.3,0.821,52%,Good,0.6,0.4,1,42.3%,48.1%,23.1%,15.4%,15.4%,"38.5%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots,55.9%,28.2,24.7,0.876,81%,Very Good,19.1,9,28.2,32.1%,43.8%,0%,0.3%,0.3%,"32.1%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.3%,1.2,0.7,0.621,55%,Good,0.9,0.2,1.2,20.7%,31%,0%,0%,0%,"20.7%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Shot Attempt - Half Court,Runner,4.4%,2.2,2.1,0.945,7%,Poor,1.2,1,2.2,47.3%,47.3%,0%,3.6%,3.6%,"47.3%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.5%,0.2,0.3,1.333,-,-,0.1,0.2,0.2,66.7%,66.7%,0%,0%,0%,"66.7%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),33.7%,17,18.3,1.078,70%,Very Good,8.1,8.9,17,52.4%,52.4%,0%,4.7%,4.7%,"52.4%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups,6%,3,2.5,0.829,89%,Excellent,1.8,1.2,3,39.5%,39.5%,0%,5.3%,5.3%,"39.5%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.1%,<0.1,0,0,-,-,<0.1,0,<0.1,0%,0%,0%,0%,0%,"0%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Concordia (WI) Falcons,2019-2-12,Defensive,Catch and Shoot - Half Court,Catch and Shoot,37.5%,18.9,18.5,0.979,72%,Very Good,12.5,6.4,18.9,33.9%,48.9%,0%,0.2%,0.2%,"33.9%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Catch and Shoot - Half Court,Guarded,56.6%,10.7,10.2,0.955,53%,Good,7.2,3.5,10.7,33%,47.8%,0%,0.4%,0.4%,"33%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Catch and Shoot - Half Court,Unguarded,43.4%,8.2,8.3,1.01,77%,Very Good,5.3,2.9,8.2,35.1%,50.5%,0%,0%,0%,"35.1%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,14.9%,7.5,4.8,0.636,95%,Excellent,5.4,2.1,7.5,28.3%,31.6%,0%,0.5%,0.5%,"28.3%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Jump Shot Range - half court,Short (<17'),13.6%,3.8,2.4,0.635,87%,Excellent,2.6,1.2,3.8,31.3%,31.3%,0%,1%,1%,"31.3%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Jump Shot Range - half court,Medium (17' to <3 point line),12.8%,3.6,2.6,0.711,47%,Average,2.3,1.3,3.6,35.6%,35.6%,0%,0%,0%,"35.6%
"
Concordia (WI) Falcons,2019-2-12,Defensive,Jump Shot Range - half court,Long (3 point jump shots),73.6%,20.7,19.7,0.95,78%,Very Good,14.2,6.6,20.7,31.7%,47.5%,0%,0.2%,0.2%,"31.7%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,Overall,100%,78.9,74.1,0.939,79%,Very Good,32.2,26,58.1,44.7%,51.1%,15.2%,13.6%,8.9%,"43%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,Transition,8.7%,6.8,7.8,1.14,95%,Excellent,2.2,2.3,4.5,51.7%,61.9%,16.9%,21.9%,17.4%,"50.6%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,Overall Half Court,91.3%,72.1,66.3,0.92,80%,Very Good,30,23.6,53.6,44.1%,50.1%,15%,12.9%,8.1%,"42.3%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,Short Shot Clock <4 Seconds,3.4%,2.7,2.2,0.814,79%,Very Good,1.3,0.8,2,37.7%,46.2%,18.6%,5.7%,5.7%,"34.3%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,Out of Bounds (End),7.4%,5.3,4.5,0.855,59%,Good,2.3,1.8,4.2,44.4%,49.1%,15.9%,9.4%,7.2%,"39.1%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,Out of Bounds (Side),3.6%,2.6,2.4,0.94,81%,Very Good,1.2,0.9,2.1,43.6%,50%,11.9%,7.5%,6%,"41.8%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,After Time Outs,11%,8,7.3,0.913,74%,Very Good,3.7,2.7,6.3,42.4%,48.2%,13%,9.7%,7.7%,"41.1%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,Against Man,98.6%,71,64.5,0.909,77%,Very Good,29.7,23,52.7,43.6%,49.5%,15.3%,12.8%,8%,"41.9%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,Against Zone,1.4%,1,1.8,1.704,100%,Excellent,0.3,0.7,0.9,70.8%,87.5%,0%,18.5%,14.8%,"74.1%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Overall Offense,Press Offense,6.6%,4.8,4.6,0.96,83%,Excellent,1.8,1.1,2.9,38.7%,46%,14.5%,26.6%,10.5%,"46%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,Spot Up,27.8%,22,21.3,0.97,72%,Very Good,11.5,7.6,19.1,39.8%,50.8%,7.5%,6.1%,4.6%,"39.4%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,P&R Ball Handler,14.2%,11.2,9.2,0.821,73%,Very Good,4.3,3.1,7.3,41.9%,45.3%,21%,16.5%,12%,"40.5%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,Cut,10%,7.9,8.8,1.117,65%,Very Good,2.8,3.8,6.6,57.6%,57.6%,8.7%,12.1%,12.1%,"54.9%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,Post-Up,9.7%,7.7,5.5,0.71,19%,Below Average,3.5,2.2,5.7,38.8%,38.8%,19%,9%,5.5%,"35.5%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,Transition,8.7%,6.8,7.8,1.14,95%,Excellent,2.2,2.3,4.5,51.7%,61.9%,16.9%,21.9%,17.4%,"50.6%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,Isolation,6.5%,5.1,5,0.977,96%,Excellent,2,1.5,3.5,43.5%,46.7%,12.8%,23.3%,17.3%,"47.4%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,P&R Roll Man,5.5%,4.3,4.5,1.045,68%,Very Good,2,1.8,3.9,47.5%,57.4%,8.9%,3.6%,3.6%,"42.9%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,Off Screen,4%,3.2,2.8,0.902,56%,Good,1.6,1,2.5,37.9%,46.2%,8.5%,13.4%,8.5%,"40.2%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,Offensive Rebounds (put backs),3.8%,3,3.4,1.143,77%,Very Good,0.7,1.3,2,63.5%,63.5%,13%,23.4%,18.2%,"59.7%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,Hand Off,3.2%,2.5,2.3,0.894,68%,Very Good,1.3,0.8,2.2,39.3%,48.2%,10.6%,6.1%,6.1%,"37.9%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Play Types,Miscellaneous,6.6%,5.2,3.5,0.669,94%,Excellent,0.3,0.5,0.7,63.2%,63.2%,52.2%,34.6%,2.2%,"37.5%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Offense Including Passes,Isolations Including Passes,10%,7.9,7.4,0.941,86%,Excellent,3.5,2.5,6.1,41.8%,46.5%,10.7%,15.6%,11.7%,"43.9%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Offense Including Passes,Pick and Rolls Including Passes,29%,22.9,21.2,0.926,80%,Very Good,9.8,7.6,17.4,43.5%,51%,15.1%,11.6%,9.1%,"41.4%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Offense Including Passes,Post-Ups Including Passes,14.1%,11.2,9.6,0.859,47%,Average,4.9,3.7,8.7,43.1%,46.9%,15.2%,9.3%,5.9%,"39.7%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,During Pass Out Situations,ISO - Defense Commits,3.5%,2.8,2.4,0.875,34%,Average,1.5,1,2.5,39.4%,46.2%,6.9%,1.4%,1.4%,"37.5%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,During Pass Out Situations,P&R BH - Defense Commits,17.6%,13.9,12.3,0.884,76%,Very Good,5.6,4.5,10.1,44.7%,55.2%,22.4%,6.9%,5.3%,"36.8%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,During Pass Out Situations,Post-Up - Defense Commits,4.4%,3.5,4.1,1.189,78%,Very Good,1.5,1.5,3,51.3%,62.2%,6.7%,10%,6.7%,"48.9%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,During Trapping Situations,P&R BH - Traps,0.9%,0.7,0.8,1.053,77%,Very Good,0.3,0.2,0.5,42.9%,57.1%,15.8%,10.5%,5.3%,"42.1%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,During Trapping Situations,Post-Up - Hard Double,2.1%,1.7,1.8,1.068,83%,Excellent,0.7,0.7,1.4,52.8%,65.3%,13.6%,4.5%,0%,"43.2%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots,49.7%,26.6,26,0.975,66%,Very Good,16.9,9.7,26.6,36.6%,48.8%,0%,0%,0%,"36.6%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Jump Shots.Short Shot Clock <4 Seconds,2.7%,1.5,1.2,0.816,81%,Very Good,1,0.4,1.5,28.9%,40.8%,0%,0%,0%,"28.9%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Runner,3.4%,1.8,1.4,0.771,59%,Good,1.2,0.7,1.8,35.4%,35.4%,0%,8.3%,8.3%,"35.4%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Runner.Short Shot Clock <4 Seconds,0.1%,<0.1,0.1,2,-,-,0,<0.1,<0.1,100%,100%,0%,0%,0%,"100%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Around Basket (not Post-Ups),36.3%,19.5,23,1.184,78%,Very Good,8.4,11,19.5,56.7%,56.7%,0%,6.9%,6.9%,"56.7%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups,10.6%,5.7,4.5,0.789,17%,Below Average,3.5,2.2,5.7,38.8%,38.8%,0%,2%,2%,"38.8%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Post-Ups.Short Shot Clock <4 Seconds,0.2%,0.1,0.1,0.667,-,-,0.1,<0.1,0.1,33.3%,33.3%,0%,0%,0%,"33.3%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Shot Attempt - Half Court,Video Not Available,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"-
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Catch and Shoot - Half Court,Catch and Shoot,37.5%,20.1,20.5,1.023,55%,Good,12.5,7.5,20.1,37.5%,51.1%,0%,0%,0%,"37.5%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Catch and Shoot - Half Court,Guarded,47.5%,9.5,8.7,0.907,37%,Average,6.2,3.3,9.5,34.7%,45.4%,0%,0%,0%,"34.7%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Catch and Shoot - Half Court,Unguarded,52.5%,10.5,11.9,1.128,62%,Good,6.3,4.2,10.5,40.1%,56.4%,0%,0%,0%,"40.1%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Dribble Jumper - Half Court,All Jump Shots off the Dribble,8.8%,4.7,4.1,0.869,80%,Very Good,3,1.7,4.7,36.9%,43.4%,0%,0%,0%,"36.9%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Jump Shot Range - half court,Short (<17'),11.3%,3,2.4,0.795,66%,Very Good,1.8,1.2,3,39.7%,39.7%,0%,0%,0%,"39.7%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Jump Shot Range - half court,Medium (17' to <3 point line),17.6%,4.7,4.1,0.869,87%,Excellent,2.7,2,4.7,43.4%,43.4%,0%,0%,0%,"43.4%
"
Edgewood College (WI) Eagles,2019-2-12,Offensive,Jump Shot Range - half court,Long (3 point jump shots),71.1%,18.9,19.5,1.03,58%,Good,12.4,6.5,18.9,34.3%,51.5%,0%,0%,0%,"34.3%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,Overall,100%,84.4,68.9,0.816,20%,Below Average,37.2,25.2,62.4,40.4%,47.1%,18%,10.2%,6.9%,"36.4%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,Transition,23.3%,19.7,18.5,0.941,35%,Average,7.5,6.8,14.3,47.5%,53.4%,16.7%,13.4%,10.6%,"43.3%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,Overall Half Court,76.7%,64.8,50.4,0.778,13%,Poor,29.6,18.4,48,38.3%,45.2%,18.5%,9.3%,5.7%,"34.3%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,Short Shot Clock <4 Seconds,5.1%,4.3,3.2,0.738,64%,Good,2.4,1.2,3.6,32.6%,37.6%,10.3%,8.4%,4.7%,"32.7%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,Out of Bounds (End),8.5%,5.5,3.4,0.609,3%,Poor,2.8,1.1,4,28.3%,35.9%,23.2%,7.2%,6.5%,"24.6%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,Out of Bounds (Side),4.5%,2.9,2.3,0.795,50%,Average,1.4,0.9,2.2,39.3%,45.5%,16.4%,11%,8.2%,"35.6%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,After Time Outs,12.9%,8.4,5.8,0.694,9%,Poor,4.4,2.4,6.8,34.7%,40.6%,15.3%,4.3%,3.3%,"30.6%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,Against Man,95.3%,61.7,47.6,0.771,14%,Poor,28.4,17.3,45.7,37.9%,44.6%,18.4%,9.5%,5.9%,"34.1%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,Against Zone,4.7%,3,2.8,0.921,57%,Good,1.3,1.1,2.4,45.8%,56.8%,19.7%,3.9%,2.6%,"38.2%
"
Dominican (IL) Stars,2019-2-12,Offensive,Overall Offense,Press Offense,8%,5.2,3.7,0.721,22%,Below Average,1.9,1.3,3.2,41.3%,52.5%,31%,7.8%,3.1%,"29.5%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,Spot Up,25.3%,21.4,19.1,0.893,46%,Average,12.6,6.8,19.4,35.1%,47.5%,7.7%,2.4%,2.1%,"33.6%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,Transition,23.3%,19.7,18.5,0.941,35%,Average,7.5,6.8,14.3,47.5%,53.4%,16.7%,13.4%,10.6%,"43.3%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,P&R Ball Handler,10.1%,8.5,5.9,0.69,28%,Below Average,3.2,2,5.2,38.8%,43.4%,27.2%,14.6%,9.4%,"32.4%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,Post-Up,7.9%,6.7,4.9,0.731,21%,Below Average,3.2,2.1,5.3,39.4%,39.4%,13.2%,9%,6%,"37.7%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,Cut,5.6%,4.7,5.1,1.076,49%,Average,1.8,2.3,4,56.4%,56.4%,9.3%,9.3%,9.3%,"53.4%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,Offensive Rebounds (put backs),5.4%,4.5,5,1.115,68%,Very Good,1.7,2,3.7,54.8%,54.8%,5.3%,17.7%,14.2%,"55.8%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,Off Screen,4.9%,4.2,3.2,0.769,26%,Below Average,2.6,1.1,3.8,29.8%,40.4%,8.7%,3.8%,3.8%,"27.9%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,P&R Roll Man,3.2%,2.7,2.1,0.776,15%,Below Average,1.4,0.7,2.1,32.7%,38.5%,9%,16.4%,14.9%,"37.3%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,Isolation,2.8%,2.4,1.6,0.667,18%,Below Average,1.2,0.6,1.8,34.1%,35.2%,18.3%,13.3%,10%,"31.7%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,Hand Off,2.7%,2.3,1.7,0.754,36%,Average,1.4,0.7,2.1,32.7%,39.4%,8.8%,3.5%,3.5%,"29.8%
"
Dominican (IL) Stars,2019-2-12,Offensive,Play Types,Miscellaneous,8.8%,7.4,1.8,0.243,2%,Poor,0.7,0.1,0.8,15%,15%,70.3%,18.9%,1.6%,"14.6%
"
Dominican (IL) Stars,2019-2-12,Offensive,Offense Including Passes,Isolations Including Passes,4.1%,3.5,2.4,0.69,12%,Poor,1.9,0.9,2.8,31.9%,35.5%,13.8%,10.3%,8%,"31%
"
Dominican (IL) Stars,2019-2-12,Offensive,Offense Including Passes,Pick and Rolls Including Passes,20.3%,17.2,13.9,0.809,39%,Average,7.8,4.8,12.6,38.2%,46.5%,17.7%,11.2%,8.2%,"35.2%
"
Dominican (IL) Stars,2019-2-12,Offensive,Offense Including Passes,Post-Ups Including Passes,10.4%,8.8,6.7,0.763,20%,Below Average,4.4,2.8,7.2,38.3%,41.1%,11.4%,7.3%,5%,"37%
"
Dominican (IL) Stars,2019-2-12,Offensive,During Pass Out Situations,ISO - Defense Commits,1.3%,1.1,0.8,0.741,17%,Below Average,0.7,0.3,1,28%,36%,3.7%,3.7%,3.7%,"29.6%
"
